user_id,premium_starts_at,premium_renewed_at,premium_expires_at,isPremiumUser,LastPaymentDate
17504,null,2023-04-06T17:18:32.000000+0000,2023-05-06T17:18:32.000000+0000,NO,2023-05-06T17:18:32.000000+0000
18783,null,2023-04-06T17:22:48.000000+0000,2023-05-06T17:22:48.000000+0000,NO,2023-05-06T17:22:48.000000+0000
16970,null,2023-04-06T17:23:54.000000+0000,2023-05-06T17:23:54.000000+0000,NO,2023-05-06T17:23:54.000000+0000
18802,\N,\N,\N,NO,\N
18612,null,2023-11-11T01:52:15.000000+0000,2023-12-11T01:52:15.000000+0000,NO,2023-12-11T01:52:15.000000+0000
18495,null,2023-04-06T17:31:39.000000+0000,2023-05-06T17:31:39.000000+0000,NO,2023-05-06T17:31:39.000000+0000
17153,null,2023-06-17T14:04:07.000000+0000,2023-07-17T14:04:07.000000+0000,NO,2023-07-17T14:04:07.000000+0000
18838,null,2023-04-06T17:40:05.000000+0000,2023-05-06T17:40:05.000000+0000,NO,2023-05-06T17:40:05.000000+0000
18103,null,2025-12-03T14:16:56.000000+0000,2026-01-03T14:16:56.000000+0000,YES,2026-01-03T14:16:56.000000+0000
18852,null,2023-04-06T17:49:58.000000+0000,2023-05-06T17:49:58.000000+0000,NO,2023-05-06T17:49:58.000000+0000
18790,\N,\N,\N,NO,\N
18884,\N,\N,\N,NO,\N
18890,null,2023-04-06T17:57:17.000000+0000,2023-05-06T17:57:17.000000+0000,NO,2023-05-06T17:57:17.000000+0000
18839,null,2025-11-18T09:06:27.000000+0000,2025-12-18T09:06:27.000000+0000,YES,2025-12-18T09:06:27.000000+0000
18904,null,2023-04-06T17:58:54.000000+0000,2023-05-06T17:58:54.000000+0000,NO,2023-05-06T17:58:54.000000+0000
16933,null,2023-01-28T09:51:11.000000+0000,null,NO,null
18872,\N,\N,\N,NO,\N
18586,null,2023-01-28T09:51:11.000000+0000,null,NO,null
18988,null,2023-09-06T18:29:36.000000+0000,2023-10-06T18:29:36.000000+0000,NO,2023-10-06T18:29:36.000000+0000
18179,null,null,2023-07-08T07:46:52.000000+0000,NO,2023-07-08T07:46:52.000000+0000
18749,null,2023-04-06T18:33:43.000000+0000,2023-05-06T18:33:43.000000+0000,NO,2023-05-06T18:33:43.000000+0000
18985,null,2023-04-06T18:35:04.000000+0000,2023-05-06T18:35:04.000000+0000,NO,2023-05-06T18:35:04.000000+0000
19004,null,2023-04-06T18:37:16.000000+0000,2023-05-06T18:37:16.000000+0000,NO,2023-05-06T18:37:16.000000+0000
18859,null,2023-04-06T18:41:57.000000+0000,2023-05-06T18:41:57.000000+0000,NO,2023-05-06T18:41:57.000000+0000
19013,null,2023-04-06T18:42:07.000000+0000,2023-05-06T18:42:07.000000+0000,NO,2023-05-06T18:42:07.000000+0000
18718,\N,\N,\N,NO,\N
16697,null,2023-04-06T18:53:57.000000+0000,2023-05-06T18:53:57.000000+0000,NO,2023-05-06T18:53:57.000000+0000
19068,\N,\N,\N,NO,\N
18984,\N,\N,\N,NO,\N
19086,null,null,2023-05-07T12:39:17.000000+0000,NO,2023-05-07T12:39:17.000000+0000
19060,null,2023-04-06T19:02:25.000000+0000,2023-05-06T19:02:25.000000+0000,NO,2023-05-06T19:02:25.000000+0000
19055,null,2023-04-06T19:02:42.000000+0000,2023-05-06T19:02:42.000000+0000,NO,2023-05-06T19:02:42.000000+0000
19096,\N,\N,\N,NO,\N
19065,null,2023-07-08T23:24:34.000000+0000,2023-08-08T23:24:34.000000+0000,NO,2023-08-08T23:24:34.000000+0000
19034,null,2023-04-06T20:13:08.000000+0000,2023-05-06T20:13:08.000000+0000,NO,2023-05-06T20:13:08.000000+0000
16739,null,2023-09-07T21:21:00.000000+0000,2023-10-07T21:21:00.000000+0000,NO,2023-10-07T21:21:00.000000+0000
19105,\N,\N,\N,NO,\N
19110,\N,\N,\N,NO,\N
19038,\N,\N,\N,NO,\N
16463,null,2025-09-27T14:48:00.000000+0000,2025-10-27T14:48:00.000000+0000,NO,2025-10-27T14:48:00.000000+0000
19123,null,2024-09-26T13:46:08.000000+0000,2024-10-26T13:46:08.000000+0000,NO,2024-10-26T13:46:08.000000+0000
61584,null,2025-04-24T21:20:39.000000+0000,2025-05-24T21:20:39.000000+0000,NO,2025-05-24T21:20:39.000000+0000
19104,null,2023-04-06T19:18:27.000000+0000,2023-05-06T19:18:27.000000+0000,NO,2023-05-06T19:18:27.000000+0000
19176,null,2025-12-11T19:03:57.000000+0000,2026-01-11T19:03:57.000000+0000,YES,2026-01-11T19:03:57.000000+0000
19152,null,2023-04-06T19:27:31.000000+0000,2023-05-06T19:27:31.000000+0000,NO,2023-05-06T19:27:31.000000+0000
19177,null,2024-04-25T14:24:26.000000+0000,2024-05-25T14:24:26.000000+0000,NO,2024-05-25T14:24:26.000000+0000
19184,null,2023-04-06T19:28:30.000000+0000,2023-05-06T19:28:30.000000+0000,NO,2023-05-06T19:28:30.000000+0000
19184,null,2023-04-06T19:28:30.000000+0000,2023-05-06T19:28:30.000000+0000,NO,2023-05-06T19:28:30.000000+0000
19150,\N,\N,\N,NO,\N
18265,\N,\N,\N,NO,\N
19219,null,2023-04-06T19:41:50.000000+0000,2023-05-06T19:41:50.000000+0000,NO,2023-05-06T19:41:50.000000+0000
17348,\N,\N,\N,NO,\N
19089,null,2023-04-06T19:44:42.000000+0000,2023-05-06T19:44:42.000000+0000,NO,2023-05-06T19:44:42.000000+0000
19220,null,2023-07-13T18:49:23.104000+0000,2023-08-13T18:49:23.104000+0000,NO,2023-08-13T18:49:23.104000+0000
19262,null,2024-12-27T13:57:27.000000+0000,2024-12-30T13:57:27.000000+0000,NO,2024-12-30T13:57:27.000000+0000
19291,null,2023-06-08T01:12:27.000000+0000,2023-07-08T01:12:27.000000+0000,NO,2023-07-08T01:12:27.000000+0000
19270,null,2023-04-06T19:50:49.000000+0000,2023-05-06T19:50:49.000000+0000,NO,2023-05-06T19:50:49.000000+0000
19288,null,2025-11-08T11:10:07.000000+0000,2026-11-08T11:10:07.000000+0000,YES,2026-11-08T11:10:07.000000+0000
19092,null,2023-04-06T19:51:24.000000+0000,2023-05-06T19:51:24.000000+0000,NO,2023-05-06T19:51:24.000000+0000
19249,null,2025-03-06T20:52:25.000000+0000,2025-04-06T19:52:25.000000+0000,NO,2025-04-06T19:52:25.000000+0000
19211,null,2023-04-06T19:55:48.000000+0000,2023-05-06T19:55:48.000000+0000,NO,2023-05-06T19:55:48.000000+0000
18656,null,2023-04-06T19:56:26.000000+0000,2023-05-06T19:56:26.000000+0000,NO,2023-05-06T19:56:26.000000+0000
19321,null,2024-08-25T21:58:44.000000+0000,2024-09-25T21:58:44.000000+0000,NO,2024-09-25T21:58:44.000000+0000
19299,null,2023-04-06T20:00:03.000000+0000,2023-05-06T20:00:03.000000+0000,NO,2023-05-06T20:00:03.000000+0000
19333,\N,\N,\N,NO,\N
19363,\N,\N,\N,NO,\N
19384,null,2023-11-06T21:12:57.000000+0000,2023-12-06T21:12:57.000000+0000,NO,2023-12-06T21:12:57.000000+0000
16639,\N,\N,\N,NO,\N
19407,null,2023-04-06T20:17:47.000000+0000,2023-05-06T20:17:47.000000+0000,NO,2023-05-06T20:17:47.000000+0000
11108,null,2023-04-06T20:18:03.000000+0000,2023-05-06T20:18:03.000000+0000,NO,2023-05-06T20:18:03.000000+0000
19396,null,2023-04-06T20:20:31.000000+0000,2023-05-06T20:20:31.000000+0000,NO,2023-05-06T20:20:31.000000+0000
18798,null,2023-04-06T20:21:45.000000+0000,2023-05-06T20:21:45.000000+0000,NO,2023-05-06T20:21:45.000000+0000
19428,null,2023-04-06T20:22:14.000000+0000,2023-05-06T20:22:14.000000+0000,NO,2023-05-06T20:22:14.000000+0000
19425,null,2023-04-06T20:25:12.000000+0000,2024-04-06T20:25:12.000000+0000,NO,2024-04-06T20:25:12.000000+0000
19439,null,2024-10-06T20:26:29.000000+0000,2024-11-06T21:26:29.000000+0000,NO,2024-11-06T21:26:29.000000+0000
19393,null,2023-04-06T20:29:47.000000+0000,2023-05-06T20:29:47.000000+0000,NO,2023-05-06T20:29:47.000000+0000
19395,\N,\N,\N,NO,\N
16983,null,2023-04-06T20:30:24.000000+0000,2023-05-06T20:30:24.000000+0000,NO,2023-05-06T20:30:24.000000+0000
19436,null,2023-04-06T20:33:10.000000+0000,2023-05-06T20:33:10.000000+0000,NO,2023-05-06T20:33:10.000000+0000
19457,null,2023-05-06T20:35:31.000000+0000,2023-06-06T20:35:31.000000+0000,NO,2023-06-06T20:35:31.000000+0000
19458,null,2025-11-23T00:26:46.000000+0000,2025-12-23T00:26:46.000000+0000,YES,2025-12-23T00:26:46.000000+0000
19480,\N,\N,\N,NO,\N
19495,null,2023-04-06T20:42:43.000000+0000,2023-05-06T20:42:43.000000+0000,NO,2023-05-06T20:42:43.000000+0000
19470,\N,\N,\N,NO,\N
18894,null,2025-11-16T02:55:06.000000+0000,2025-12-16T02:55:06.000000+0000,YES,2025-12-16T02:55:06.000000+0000
19499,null,2023-04-06T20:48:20.000000+0000,2023-05-06T20:48:20.000000+0000,NO,2023-05-06T20:48:20.000000+0000
19553,null,2023-04-06T20:58:50.000000+0000,2023-05-06T20:58:50.000000+0000,NO,2023-05-06T20:58:50.000000+0000
134188,null,2025-02-12T18:40:03.000000+0000,2025-02-15T18:40:03.000000+0000,NO,2025-02-15T18:40:03.000000+0000
19568,null,2023-04-06T21:00:34.000000+0000,2023-05-06T21:00:34.000000+0000,NO,2023-05-06T21:00:34.000000+0000
19452,\N,\N,\N,NO,\N
19520,null,2023-06-06T21:02:08.000000+0000,2023-07-06T21:02:08.000000+0000,NO,2023-07-06T21:02:08.000000+0000
19548,null,2023-05-07T20:24:13.000000+0000,2023-06-07T20:24:13.000000+0000,NO,2023-06-07T20:24:13.000000+0000
19383,\N,\N,\N,NO,\N
19599,null,2023-04-06T21:08:45.000000+0000,2023-05-06T21:08:45.000000+0000,NO,2023-05-06T21:08:45.000000+0000
19620,\N,\N,\N,NO,\N
19603,\N,\N,\N,NO,\N
17762,null,2024-04-09T14:42:54.000000+0000,2024-05-09T14:42:54.000000+0000,NO,2024-05-09T14:42:54.000000+0000
18130,null,2023-11-10T15:32:50.000000+0000,2023-12-10T15:32:50.000000+0000,NO,2023-12-10T15:32:50.000000+0000
19471,null,2024-01-14T23:45:47.000000+0000,2024-02-14T23:45:47.000000+0000,NO,2024-02-14T23:45:47.000000+0000
19367,\N,\N,\N,NO,\N
19567,null,2024-04-06T21:17:10.000000+0000,2025-04-06T21:17:10.000000+0000,NO,2025-04-06T21:17:10.000000+0000
19456,null,2023-05-06T21:22:20.000000+0000,2023-06-06T21:22:20.000000+0000,NO,2023-06-06T21:22:20.000000+0000
19665,null,2025-05-06T21:22:46.000000+0000,2026-05-06T21:22:46.000000+0000,YES,2026-05-06T21:22:46.000000+0000
19649,null,2023-08-06T21:23:53.000000+0000,2023-09-06T21:23:53.000000+0000,NO,2023-09-06T21:23:53.000000+0000
19673,\N,\N,\N,NO,\N
19646,null,2023-04-06T21:29:13.000000+0000,2023-05-06T21:29:13.000000+0000,NO,2023-05-06T21:29:13.000000+0000
19663,null,2024-07-06T21:29:17.000000+0000,2024-08-06T21:29:17.000000+0000,NO,2024-08-06T21:29:17.000000+0000
19541,null,2023-04-06T21:30:09.000000+0000,2023-05-06T21:30:09.000000+0000,NO,2023-05-06T21:30:09.000000+0000
19684,null,2023-04-06T21:31:21.000000+0000,2023-05-06T21:31:21.000000+0000,NO,2023-05-06T21:31:21.000000+0000
19624,null,2023-07-01T23:14:16.000000+0000,2023-08-01T23:14:16.000000+0000,NO,2023-08-01T23:14:16.000000+0000
19706,\N,\N,\N,NO,\N
19720,null,2024-04-26T23:01:31.000000+0000,2024-05-26T23:01:31.000000+0000,NO,2024-05-26T23:01:31.000000+0000
19720,null,2023-04-06T21:38:09.000000+0000,2023-05-06T21:38:09.000000+0000,NO,2023-05-06T21:38:09.000000+0000
18193,null,2023-08-06T21:46:50.000000+0000,2023-09-06T21:46:50.000000+0000,NO,2023-09-06T21:46:50.000000+0000
19645,null,2023-04-06T21:48:11.000000+0000,2023-05-06T21:48:11.000000+0000,NO,2023-05-06T21:48:11.000000+0000
19562,null,2025-11-17T13:25:55.000000+0000,2025-12-17T13:25:55.000000+0000,YES,2025-12-17T13:25:55.000000+0000
19858,\N,\N,\N,NO,\N
19794,null,2023-11-07T00:05:27.000000+0000,2024-11-07T00:05:27.000000+0000,NO,2024-11-07T00:05:27.000000+0000
19980,null,2023-04-06T23:17:22.000000+0000,2023-05-06T23:17:22.000000+0000,NO,2023-05-06T23:17:22.000000+0000
19975,null,2023-09-07T09:15:14.000000+0000,2023-10-07T09:15:14.000000+0000,NO,2023-10-07T09:15:14.000000+0000
20009,\N,\N,\N,NO,\N
17133,\N,\N,\N,NO,\N
18797,null,2023-04-07T00:09:24.000000+0000,2024-04-07T00:09:24.000000+0000,NO,2024-04-07T00:09:24.000000+0000
20034,\N,\N,\N,NO,\N
20059,null,2023-04-07T00:25:13.000000+0000,2023-05-07T00:25:13.000000+0000,NO,2023-05-07T00:25:13.000000+0000
20060,null,2023-08-01T09:23:26.242000+0000,2023-09-03T09:23:34.833000+0000,NO,2023-09-03T09:23:34.833000+0000
20047,null,2023-04-07T00:46:30.000000+0000,2023-05-07T00:46:30.000000+0000,NO,2023-05-07T00:46:30.000000+0000
20096,\N,\N,\N,NO,\N
20094,null,2023-04-07T01:20:23.000000+0000,2023-05-07T01:20:23.000000+0000,NO,2023-05-07T01:20:23.000000+0000
17291,null,2023-04-07T01:30:50.000000+0000,2023-05-07T01:30:50.000000+0000,NO,2023-05-07T01:30:50.000000+0000
20101,null,2023-04-07T01:56:25.000000+0000,2023-05-07T01:56:25.000000+0000,NO,2023-05-07T01:56:25.000000+0000
20092,\N,\N,\N,NO,\N
20173,null,2023-05-30T13:16:22.000000+0000,2023-06-30T13:16:22.000000+0000,NO,2023-06-30T13:16:22.000000+0000
20183,\N,\N,\N,NO,\N
20204,\N,\N,\N,NO,\N
20184,null,2023-11-07T03:41:43.000000+0000,2023-12-07T03:41:43.000000+0000,NO,2023-12-07T03:41:43.000000+0000
20088,\N,\N,\N,NO,\N
20207,\N,\N,\N,NO,\N
20187,null,2024-02-27T17:44:06.000000+0000,2025-02-27T17:44:06.000000+0000,NO,2025-02-27T17:44:06.000000+0000
18812,null,2023-04-07T04:13:05.000000+0000,2023-05-07T04:13:05.000000+0000,NO,2023-05-07T04:13:05.000000+0000
18540,null,2024-12-08T11:58:56.000000+0000,2025-01-08T11:58:56.000000+0000,NO,2025-01-08T11:58:56.000000+0000
18657,\N,\N,\N,NO,\N
19403,null,2023-04-07T06:26:52.000000+0000,2023-05-07T06:26:52.000000+0000,NO,2023-05-07T06:26:52.000000+0000
19482,null,2023-04-07T06:34:57.000000+0000,2023-05-07T06:34:57.000000+0000,NO,2023-05-07T06:34:57.000000+0000
19005,null,2023-04-07T06:36:39.000000+0000,2023-05-07T06:36:39.000000+0000,NO,2023-05-07T06:36:39.000000+0000
19981,null,2023-11-16T15:16:37.770000+0000,2023-12-16T15:03:56.085000+0000,NO,2023-12-16T15:03:56.085000+0000
19513,null,2023-04-07T06:44:30.000000+0000,2023-05-07T06:44:30.000000+0000,NO,2023-05-07T06:44:30.000000+0000
20319,null,null,2023-10-08T21:28:14.000000+0000,NO,2023-10-08T21:28:14.000000+0000
19537,null,2023-07-07T05:10:32.000000+0000,2023-08-07T05:10:32.000000+0000,NO,2023-08-07T05:10:32.000000+0000
9815,\N,\N,\N,NO,\N
20157,null,2025-11-18T05:29:52.000000+0000,2025-12-18T05:29:52.000000+0000,YES,2025-12-18T05:29:52.000000+0000
919,null,null,2023-06-06T10:12:23.000000+0000,NO,2023-06-06T10:12:23.000000+0000
21303,null,2024-05-23T15:46:42.000000+0000,2024-06-23T15:46:42.000000+0000,NO,2024-06-23T15:46:42.000000+0000
20222,\N,\N,\N,NO,\N
21330,null,2023-04-07T09:06:45.000000+0000,2023-05-07T09:06:45.000000+0000,NO,2023-05-07T09:06:45.000000+0000
21247,\N,\N,\N,NO,\N
21333,null,2023-04-07T09:10:57.000000+0000,2023-05-07T09:10:57.000000+0000,NO,2023-05-07T09:10:57.000000+0000
21332,null,2023-04-07T09:16:22.000000+0000,2023-05-07T09:16:22.000000+0000,NO,2023-05-07T09:16:22.000000+0000
21300,null,2025-06-18T01:06:28.000000+0000,2025-07-18T01:06:28.000000+0000,NO,2025-07-18T01:06:28.000000+0000
21334,null,2023-05-15T06:45:51.000000+0000,2024-05-15T06:45:51.000000+0000,NO,2024-05-15T06:45:51.000000+0000
21298,\N,\N,\N,NO,\N
21379,null,2023-01-28T09:51:11.000000+0000,null,NO,null
17591,null,2023-04-07T09:35:03.000000+0000,2023-05-07T09:35:03.000000+0000,NO,2023-05-07T09:35:03.000000+0000
21049,null,2025-04-26T00:25:09.000000+0000,2026-04-26T00:25:09.000000+0000,YES,2026-04-26T00:25:09.000000+0000
21049,null,2023-04-07T09:36:26.000000+0000,2024-04-07T09:36:26.000000+0000,NO,2024-04-07T09:36:26.000000+0000
21144,null,2023-04-07T09:37:04.000000+0000,2023-05-07T09:37:04.000000+0000,NO,2023-05-07T09:37:04.000000+0000
18697,null,null,2023-09-07T08:07:19.000000+0000,NO,2023-09-07T08:07:19.000000+0000
21403,\N,\N,\N,NO,\N
21419,null,2023-04-07T09:55:26.000000+0000,2023-05-07T09:55:26.000000+0000,NO,2023-05-07T09:55:26.000000+0000
20309,null,2024-01-10T19:31:32.000000+0000,2024-02-10T19:31:32.000000+0000,NO,2024-02-10T19:31:32.000000+0000
19997,\N,\N,\N,NO,\N
21445,\N,\N,\N,NO,\N
18918,\N,\N,\N,NO,\N
19304,null,2023-04-07T10:05:54.000000+0000,2023-05-07T10:05:54.000000+0000,NO,2023-05-07T10:05:54.000000+0000
20858,\N,\N,\N,NO,\N
21453,null,2023-04-07T10:14:07.000000+0000,2023-05-07T10:14:07.000000+0000,NO,2023-05-07T10:14:07.000000+0000
16933,null,2023-01-28T09:51:11.000000+0000,null,NO,null
21470,\N,\N,\N,NO,\N
19694,null,null,2023-05-07T10:22:45.000000+0000,NO,2023-05-07T10:22:45.000000+0000
21491,null,2023-04-07T10:33:24.000000+0000,2023-05-07T10:33:24.000000+0000,NO,2023-05-07T10:33:24.000000+0000
16427,\N,\N,\N,NO,\N
21496,\N,\N,\N,NO,\N
21488,\N,\N,\N,NO,\N
21495,null,2023-07-26T10:53:16.000000+0000,2023-08-26T10:53:16.000000+0000,NO,2023-08-26T10:53:16.000000+0000
21078,\N,\N,\N,NO,\N
20415,null,2023-06-13T14:34:56.000000+0000,2023-07-13T14:34:56.000000+0000,NO,2023-07-13T14:34:56.000000+0000
17624,null,2024-06-07T10:52:23.000000+0000,2024-07-07T10:52:23.000000+0000,NO,2024-07-07T10:52:23.000000+0000
21426,null,2023-04-07T10:54:07.000000+0000,2023-05-07T10:54:07.000000+0000,NO,2023-05-07T10:54:07.000000+0000
62548,null,2025-12-11T12:21:43.000000+0000,2026-01-11T12:21:43.000000+0000,YES,2026-01-11T12:21:43.000000+0000
21535,\N,\N,\N,NO,\N
17590,null,2023-04-07T11:25:56.000000+0000,2023-05-07T11:25:56.000000+0000,NO,2023-05-07T11:25:56.000000+0000
138304,null,2025-09-04T19:55:04.000000+0000,2025-10-04T19:55:04.000000+0000,NO,2025-10-04T19:55:04.000000+0000
19433,null,2023-04-07T10:03:25.000000+0000,2023-05-07T10:03:25.000000+0000,NO,2023-05-07T10:03:25.000000+0000
17411,null,2023-10-08T00:05:39.000000+0000,2023-11-08T01:05:39.000000+0000,NO,2023-11-08T01:05:39.000000+0000
21555,\N,\N,\N,NO,\N
21116,null,2023-07-07T12:07:08.000000+0000,2024-07-07T12:07:08.000000+0000,NO,2024-07-07T12:07:08.000000+0000
17105,null,2023-04-07T12:07:53.000000+0000,2023-05-07T12:07:53.000000+0000,NO,2023-05-07T12:07:53.000000+0000
21575,null,2023-08-30T11:42:18.000000+0000,2023-09-30T11:42:18.000000+0000,NO,2023-09-30T11:42:18.000000+0000
17390,null,2024-05-31T01:31:47.000000+0000,2024-07-01T01:31:47.000000+0000,NO,2024-07-01T01:31:47.000000+0000
18352,null,2023-04-07T12:12:17.000000+0000,2024-04-07T12:12:17.000000+0000,NO,2024-04-07T12:12:17.000000+0000
21625,null,2023-07-30T20:35:19.000000+0000,2023-08-30T20:35:19.000000+0000,NO,2023-08-30T20:35:19.000000+0000
21628,null,2023-04-07T12:24:28.000000+0000,2023-05-07T12:24:28.000000+0000,NO,2023-05-07T12:24:28.000000+0000
17338,null,2023-04-07T12:45:35.000000+0000,2023-05-07T12:45:35.000000+0000,NO,2023-05-07T12:45:35.000000+0000
21696,\N,\N,\N,NO,\N
21735,\N,\N,\N,NO,\N
21730,null,2023-06-07T16:52:21.000000+0000,2023-07-07T16:52:21.000000+0000,NO,2023-07-07T16:52:21.000000+0000
19993,\N,\N,\N,NO,\N
21768,\N,\N,\N,NO,\N
21794,null,2023-05-07T13:20:47.000000+0000,2023-06-07T13:20:47.000000+0000,NO,2023-06-07T13:20:47.000000+0000
19542,null,2023-04-07T13:24:00.000000+0000,2023-05-07T13:24:00.000000+0000,NO,2023-05-07T13:24:00.000000+0000
21797,null,2023-04-07T13:26:14.000000+0000,2023-05-07T13:26:14.000000+0000,NO,2023-05-07T13:26:14.000000+0000
19298,null,2023-07-05T07:53:08.000000+0000,2023-08-05T07:53:08.000000+0000,NO,2023-08-05T07:53:08.000000+0000
21837,null,2023-04-07T13:35:50.000000+0000,2023-05-07T13:35:50.000000+0000,NO,2023-05-07T13:35:50.000000+0000
21847,null,2023-04-07T13:46:42.000000+0000,2023-05-07T13:46:42.000000+0000,NO,2023-05-07T13:46:42.000000+0000
20601,null,2025-11-27T21:24:35.924568+0000,2025-12-27T21:24:35.000000+0000,YES,2025-12-27T21:24:35.000000+0000
20833,null,2023-04-07T13:51:22.000000+0000,2024-04-07T13:51:22.000000+0000,NO,2024-04-07T13:51:22.000000+0000
21811,null,2023-05-07T13:56:25.000000+0000,2023-06-07T13:56:25.000000+0000,NO,2023-06-07T13:56:25.000000+0000
80,null,2025-01-08T04:53:38.000000+0000,2025-02-08T04:53:38.000000+0000,NO,2025-02-08T04:53:38.000000+0000
21910,null,2025-03-23T21:48:24.000000+0000,2025-04-23T21:48:24.000000+0000,NO,2025-04-23T21:48:24.000000+0000
21930,null,2023-04-07T14:10:13.000000+0000,2023-05-07T14:10:13.000000+0000,NO,2023-05-07T14:10:13.000000+0000
20050,\N,\N,\N,NO,\N
34396,null,2023-10-22T18:59:31.000000+0000,2023-11-22T19:59:31.000000+0000,NO,2023-11-22T19:59:31.000000+0000
21969,null,2023-04-07T14:33:36.000000+0000,2023-05-07T14:33:36.000000+0000,NO,2023-05-07T14:33:36.000000+0000
21966,null,2023-11-10T03:27:30.000000+0000,2023-12-10T03:27:30.000000+0000,NO,2023-12-10T03:27:30.000000+0000
20522,\N,\N,\N,NO,\N
153433,null,2025-12-02T09:12:22.000000+0000,2026-01-02T09:12:22.000000+0000,YES,2026-01-02T09:12:22.000000+0000
21833,null,2023-04-07T14:45:50.000000+0000,2023-05-07T14:45:50.000000+0000,NO,2023-05-07T14:45:50.000000+0000
20268,\N,\N,\N,NO,\N
22001,null,2023-04-07T14:47:12.000000+0000,2023-05-07T14:47:12.000000+0000,NO,2023-05-07T14:47:12.000000+0000
22005,\N,\N,\N,NO,\N
22013,\N,\N,\N,NO,\N
17807,null,2023-04-07T14:51:37.000000+0000,2023-05-07T14:51:37.000000+0000,NO,2023-05-07T14:51:37.000000+0000
21989,null,2023-04-07T14:54:32.000000+0000,2023-05-07T14:54:32.000000+0000,NO,2023-05-07T14:54:32.000000+0000
22012,\N,\N,\N,NO,\N
22021,null,2023-04-07T15:01:59.000000+0000,2023-05-07T15:01:59.000000+0000,NO,2023-05-07T15:01:59.000000+0000
22004,null,2023-04-07T15:03:10.000000+0000,2023-05-07T15:03:10.000000+0000,NO,2023-05-07T15:03:10.000000+0000
22011,null,2023-04-07T15:04:52.000000+0000,2023-05-07T15:04:52.000000+0000,NO,2023-05-07T15:04:52.000000+0000
18550,null,2023-10-20T02:55:14.000000+0000,2023-11-20T03:55:14.000000+0000,NO,2023-11-20T03:55:14.000000+0000
22070,null,2023-05-24T16:13:20.000000+0000,2023-06-24T16:13:20.000000+0000,NO,2023-06-24T16:13:20.000000+0000
22051,null,2024-08-05T02:27:31.000000+0000,2024-09-05T02:27:31.000000+0000,NO,2024-09-05T02:27:31.000000+0000
22014,\N,\N,\N,NO,\N
22087,null,2023-04-07T15:22:25.000000+0000,2023-05-07T15:22:25.000000+0000,NO,2023-05-07T15:22:25.000000+0000
18908,null,2023-05-07T15:25:09.000000+0000,2023-06-07T15:25:09.000000+0000,NO,2023-06-07T15:25:09.000000+0000
22088,\N,\N,\N,NO,\N
14216,null,2023-09-25T01:43:47.000000+0000,2023-10-25T01:43:47.000000+0000,NO,2023-10-25T01:43:47.000000+0000
22092,null,2023-06-07T15:34:17.000000+0000,2023-07-07T15:34:17.000000+0000,NO,2023-07-07T15:34:17.000000+0000
22143,null,2023-04-07T15:50:23.000000+0000,2023-05-07T15:50:23.000000+0000,NO,2023-05-07T15:50:23.000000+0000
22157,\N,\N,\N,NO,\N
22110,\N,\N,\N,NO,\N
22076,null,2023-04-07T16:02:24.000000+0000,2023-05-07T16:02:24.000000+0000,NO,2023-05-07T16:02:24.000000+0000
20587,null,2023-04-07T16:07:27.000000+0000,2023-05-07T16:07:27.000000+0000,NO,2023-05-07T16:07:27.000000+0000
11116,null,null,2023-07-06T20:01:22.000000+0000,NO,2023-07-06T20:01:22.000000+0000
22104,null,2023-04-07T16:49:35.000000+0000,2023-05-07T16:49:35.000000+0000,NO,2023-05-07T16:49:35.000000+0000
21492,null,2023-04-07T17:00:40.000000+0000,2023-05-07T17:00:40.000000+0000,NO,2023-05-07T17:00:40.000000+0000
22237,null,2023-08-21T04:44:34.000000+0000,2023-09-21T04:44:34.000000+0000,NO,2023-09-21T04:44:34.000000+0000
20942,null,2023-09-07T17:06:42.000000+0000,2023-10-07T17:06:42.000000+0000,NO,2023-10-07T17:06:42.000000+0000
21160,null,2023-12-26T15:59:37.000000+0000,2024-01-26T15:59:37.000000+0000,NO,2024-01-26T15:59:37.000000+0000
22274,\N,\N,\N,NO,\N
17462,null,2023-04-07T17:22:30.000000+0000,2023-05-07T17:22:30.000000+0000,NO,2023-05-07T17:22:30.000000+0000
22253,null,2023-04-07T17:26:15.000000+0000,2023-05-07T17:26:15.000000+0000,NO,2023-05-07T17:26:15.000000+0000
19315,\N,\N,\N,NO,\N
19703,null,2025-12-01T17:12:50.000000+0000,2026-01-01T17:12:50.000000+0000,YES,2026-01-01T17:12:50.000000+0000
22324,null,2023-04-07T17:36:27.000000+0000,2023-05-07T17:36:27.000000+0000,NO,2023-05-07T17:36:27.000000+0000
22322,null,2024-04-07T17:36:55.000000+0000,2024-05-07T17:36:55.000000+0000,NO,2024-05-07T17:36:55.000000+0000
22326,null,2023-05-08T16:35:46.000000+0000,2023-06-08T16:35:46.000000+0000,NO,2023-06-08T16:35:46.000000+0000
22333,null,2023-04-07T17:43:54.000000+0000,2023-05-07T17:43:54.000000+0000,NO,2023-05-07T17:43:54.000000+0000
22337,\N,\N,\N,NO,\N
17142,null,2023-04-07T17:57:02.000000+0000,2023-05-07T17:57:02.000000+0000,NO,2023-05-07T17:57:02.000000+0000
22349,\N,\N,\N,NO,\N
21968,\N,\N,\N,NO,\N
22344,null,null,2023-05-07T18:03:50.000000+0000,NO,2023-05-07T18:03:50.000000+0000
